Metric,Value,Value,Value,Value,Low,Low,Low,Low,Upper,Upper,Upper,Upper
Condition,WT Glc,KO Glc,WT Man,KO Man,WT Glc,KO Glc,WT Man,KO Man,WT Glc,KO Glc,WT Man,KO Man
FBA,9.29942889100898,3.737153666480245,5.562275224528737,5.562275224528737,9.907802743691812,4.432438069546337,6.8659334802776595,6.8659334802776595,8.69105503832615,3.041869263414153,4.2586169687798145,4.2586169687798145
tFBA covariance,8.518819846058763,3.613123754743284,5.11143151881765,5.1114315187271435,9.161774048448462,4.230858260779184,6.120617517219129,6.1206175171004364,7.87301276168168,2.995355575228724,4.076449889379218,4.076432958267108
tFBA linear,8.62056087908371,3.6137390717610223,5.09160400305437,5.065498771482278,9.25712829796446,4.187663167410522,6.0810989554820285,6.081049615137417,7.984060702009813,2.9953754107299457,4.051321228737987,4.051140718329051
tFBA regressed (7 conditions),8.705368463508535,3.613172375306251,5.034641537044374,5.034641537138633,9.341963602205968,4.158736175290886,6.168310800260964,6.168310835934959,8.068773314899067,2.995355575228694,4.0218746601463815,4.02187465289983
tFBA regressed (4 conditions no G/M),8.706660689104865,3.613123754743357,5.033527862006417,5.0335278619337265,9.342789327373357,4.1577271800673,6.171240875975784,6.171240849990436,8.070532048619123,2.995355575228724,4.020929763138645,4.020929763186583
tFBA regressed (3 conditions G/M),8.706705348771777,3.6131237547434814,5.034135819233675,5.034135821231952,9.343188711695671,4.1582877777535225,6.1698150768642614,6.169815076847187,8.07022198582436,2.9953396847640836,4.02150595114702,4.021533668416838
